Zone_1,Zone_2,Type,Order,Distance,Frequency_MHz,Severity,Device_1,Device_2,Parent_Freq1,Parent_Freq2
Zone 1,Zone 1,Intra-Zone,3f2-2f1,0.0,906.44,Medium,Lectro Standard Block 25 - Master IFM 3,Senn EM3732 A - ACR4 RF 12,649.2,520.58
Zone 1,Zone 1,Intra-Zone,3f1-2f2,0.0,906.44,Medium,Lectro Standard Block 25 - Master IFM 3,Senn EM3732 A - ACR4 RF 12,649.2,520.58
Parking Lot   East and West Stage,Zone 2,Cross-Zone,3f1-2f2,12.04,906.45,Medium,Shure PSM-1000 L8 - NAME GOES HERE,Lectro Standard Block 21 - CP24 Mic 4,667.35,547.8
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,906.475,Medium,RFWS Senn  36Mhz 662-698 - ',Lectro Standard Block 22 - '0/0,677.625,563.2
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,906.475,Medium,RFWS Senn  36Mhz 662-698 - ',Lectro Standard Block 22 - '0/0,677.625,563.2
Parking Lot   East and West Stage,Zone 1,Cross-Zone,2f1-f2,47.8,906.48,High,Generic - 662-698,Senn EM3732 A - ACR2 RF 22,694.715,482.95
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,906.5,Medium,Senn Evol G2 B - ',Shure UHF-R G1 - NAME GOES HERE,645.8,515.45
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,906.5,Medium,Senn Evol G2 B - ',Shure UHF-R G1 - NAME GOES HERE,645.8,515.45
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,906.525,Medium,RFWS Senn  36Mhz 662-698 - ',Lectro Standard Block 22 - '0/B,678.375,564.3
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,906.525,Medium,RFWS Senn  36Mhz 662-698 - ',Lectro Standard Block 22 - '0/B,678.375,564.3
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f1-2f2,47.8,906.54,Medium,Shure ULXD4 J50 - ',Senn EM3732 A - ACR4 RF 1,616.05,470.805
Parking Lot   East and West Stage,Zone 1,Cross-Zone,2f1-f2,47.8,906.605,High,Generic - 662-698,Senn EM3732 A - ACR4 RF 3,695.085,483.565
Parking Lot   East and West Stage,Zone 3,Cross-Zone,3f1-2f2,86.31,906.675,Medium,RFWS Senn  36Mhz 662-698 - ',Lectro Standard Block 22 - Mathew McNiven #2,680.025,566.7
Zone 1,Zone 1,Intra-Zone,3f2-2f1,0.0,906.69,Medium,Generic - Spare Senn IEM 6,Senn EM3732 A - ACR4 RF 8,645.5,514.905
Zone 1,Zone 1,Intra-Zone,3f1-2f2,0.0,906.69,Medium,Generic - Spare Senn IEM 6,Senn EM3732 A - ACR4 RF 8,645.5,514.905
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,906.725,Medium,Shure PSM-1000 L8 - ',Shure UHF-R G1 - NAME GOES HERE,643.975,512.6
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,906.725,Medium,Shure PSM-1000 L8 - ',Shure UHF-R G1 - NAME GOES HERE,643.975,512.6
Parking Lot   East and West Stage,Zone 1,Cross-Zone,2f1-f2,47.8,906.745,High,Shure PSM-1000 L8 - ',Senn EM3732 A - ACR4 RF 1,688.775,470.805
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f2-2f1,47.8,906.75,Medium,Shure UHF-R G1 - NAME GOES HERE,Generic - Spare Seen IEM 5,514.35,645.15
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,906.8,Medium,Shure PSM-1000 L8 - ',Lectrosonics 100 KHz Block 21 - '4/A,665.6,545.0
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,906.8,Medium,Shure PSM-1000 L8 - ',Lectrosonics 100 KHz Block 21 - '4/A,665.6,545.0
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,906.8,Medium,RFWS Senn  36Mhz 662-698 - ',Generic - 'Senn IEM,679.6,566.0
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f1-f2,0.0,906.8,High,Shure PSM-1000 L8 - ',Shure PSM-1000 G10 - NAME GOES HERE,690.0,473.2
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,906.8,Medium,RFWS Senn  36Mhz 662-698 - ',Generic - 'Senn IEM,679.6,566.0
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f2-f1,0.0,906.8,High,Shure PSM-1000 L8 - ',Shure PSM-1000 G10 - NAME GOES HERE,690.0,473.2
Zone 1,Zone 1,Intra-Zone,3f2-2f1,0.0,906.83,Medium,Lectro Standard Block 25 - Master IFM 2,Senn EM3732 A - ACR4 RF 9,647.6,517.985
Zone 1,Zone 1,Intra-Zone,3f1-2f2,0.0,906.83,Medium,Lectro Standard Block 25 - Master IFM 2,Senn EM3732 A - ACR4 RF 9,647.6,517.985
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,906.85,Medium,Shure PSM-1000 L8 - ',Shure ULXD4 J50 - ',690.0,581.575
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,906.85,Medium,Shure PSM-1000 L8 - ',Shure ULXD4 J50 - ',690.0,581.575
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,906.85,Medium,Shure UHF-R K4E - NAME GOES HERE,Shure PSM-1000 G10 - NAME GOES HERE,623.6,481.975
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,906.85,Medium,Shure UHF-R K4E - NAME GOES HERE,Shure PSM-1000 G10 - NAME GOES HERE,623.6,481.975
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f1-2f2,47.8,906.88,Medium,Shure UHF-R K4E - NAME GOES HERE,Senn EM3732 A - ACR2 RF 19,616.55,471.385
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,907.0,Medium,Shure PSM-1000 L8 - NAME GOES HERE,Lectrosonics 100 KHz Block 21 - '4/0,665.0,544.0
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,907.0,Medium,Shure PSM-1000 L8 - NAME GOES HERE,Lectrosonics 100 KHz Block 21 - '4/0,665.0,544.0
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f1-2f2,47.8,907.045,Medium,Sennheiser EM3732-II L - ',Senn EM3732 A - ACR2 RF 21,621.825,479.215
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f2-2f1,47.8,907.05,Medium,Sennheiser EM3732-II L - ',Generic - Spare Senn IEM 4,513.15,644.45
Zone 1,Zone 1,Intra-Zone,3f1-2f2,0.0,907.1,Medium,Lectro Standard Block 25 - Master IFM 3,Senn EM3732 A - ACR4 RF 11,649.2,520.25
Zone 1,Zone 1,Intra-Zone,3f2-2f1,0.0,907.1,Medium,Lectro Standard Block 25 - Master IFM 3,Senn EM3732 A - ACR4 RF 11,649.2,520.25
Parking Lot   East and West Stage,Zone 2,Cross-Zone,3f1-2f2,12.04,907.125,Medium,Shure PSM-1000 L8 - ',Lectro Standard Block 21 - CP24 Mic 3,665.975,545.4
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,907.15,Medium,Shure UHF-R K4E - NAME GOES HERE,Shure PSM-1000 G10 - NAME GOES HERE,618.4,474.025
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,907.15,Medium,Shure UHF-R K4E - NAME GOES HERE,Shure PSM-1000 G10 - NAME GOES HERE,618.4,474.025
Zone 3,Zone 4,Cross-Zone,3f1-2f2,51.09,907.15,Medium,Generic - Mathew McNiven #4,"Lectro Standard Block 22 - Dylan Mcniven, 2",682.65,570.4
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f1-f2,0.0,907.155,High,Generic - 662-698,Shure PSM-1000 G10 - NAME GOES HERE,695.69,484.225
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f2-f1,0.0,907.155,High,Generic - 662-698,Shure PSM-1000 G10 - NAME GOES HERE,695.69,484.225
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f2-f1,0.0,907.175,High,Shure PSM-1000 L8 - ',Shure PSM-1000 G10 - NAME GOES HERE,690.0,472.825
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f1-f2,0.0,907.175,High,Shure PSM-1000 L8 - ',Shure PSM-1000 G10 - NAME GOES HERE,690.0,472.825
Zone 1,Zone 2,Cross-Zone,3f1-2f2,37.34,907.2,Medium,Lectro Standard Block 25 - Master IFM 1,Lectro Standard Block 21 - CP24 Mic 1,663.8,542.1
Parking Lot   East and West Stage,Zone 1,Cross-Zone,2f1-f2,47.8,907.22,High,Generic - 662-698,Senn EM3732 A - ACR2 RF 22,695.085,482.95
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,907.35,Medium,Senn Evol G2 B - ',Shure UHF-R G1 - NAME GOES HERE,647.15,517.05
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,907.35,Medium,Senn Evol G2 B - ',Shure UHF-R G1 - NAME GOES HERE,647.15,517.05
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,907.375,Medium,Shure PSM-1000 L8 - ',Shure ULXD4 J50 - ',688.775,579.475
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,907.375,Medium,Shure PSM-1000 L8 - ',Shure ULXD4 J50 - ',688.775,579.475
Parking Lot   East and West Stage,Zone 3,Cross-Zone,3f1-2f2,86.31,907.425,Medium,RFWS Senn  36Mhz 662-698 - ',Lectro Standard Block 22 - Mathew McNiven #1,679.275,565.2
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f2-f1,0.0,907.455,High,Generic - 662-698,Shure PSM-1000 G10 - NAME GOES HERE,694.715,481.975
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f1-f2,0.0,907.455,High,Generic - 662-698,Shure PSM-1000 G10 - NAME GOES HERE,694.715,481.975
Parking Lot   East and West Stage,Zone 3,Cross-Zone,3f1-2f2,86.31,907.5,Medium,RFWS Senn  36Mhz 662-698 - ',Lectro Standard Block 22 - Brett Harman #3,684.1,572.4
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f1-2f2,47.8,907.59,Medium,Senn Evol G2 B - ',Senn EM3732 A - ACR4 RF 8,645.8,514.905
Parking Lot   East and West Stage,Zone 6,Cross-Zone,3f1-2f2,50.16,907.6,Medium,Shure PSM-1000 L8 - NAME GOES HERE,Lectro Standard Block 21 - Donovan McNiven #2,665.0,543.7
Parking Lot   East and West Stage,Zone 1,Cross-Zone,2f1-f2,47.8,907.635,High,Shure PSM-1000 L8 - ',Senn EM3732 A - ACR4 RF 2,690.0,472.365
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f2-2f1,47.8,907.7,Medium,Shure UHF-R H4 - ',Lectro Standard Block 25 - Master IFM 3,519.95,649.2
Parking Lot   East and West Stage,Zone 2,Cross-Zone,3f1-2f2,12.04,907.75,Medium,Shure ULXD4 J50 - ',Generic Generic - CP24 Intercom Tx,619.95,476.05
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f2-2f1,47.8,907.8,Medium,Shure UHF-R G1 - NAME GOES HERE,Generic - Spare Senn IEM 6,514.35,645.5
Parking Lot   East and West Stage,Zone 1,Cross-Zone,2f1-f2,47.8,907.815,High,Generic - 662-698,Senn EM3732 A - ACR4 RF 3,695.69,483.565
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,907.85,Medium,Shure PSM-1000 L8 - ',Shure ULXD4 J50 - ',690.0,581.075
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,907.85,Medium,Shure PSM-1000 L8 - ',Shure ULXD4 J50 - ',690.0,581.075
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,907.925,Medium,RFWS Senn  36Mhz 662-698 - ',Lectro Standard Block 22 - '0/4,678.375,563.6
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,907.925,Medium,Shure PSM-1000 L8 - ',Lectrosonics 100 KHz Block 21 - '4/A,665.975,545.0
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,907.925,Medium,Shure PSM-1000 L8 - ',Lectrosonics 100 KHz Block 21 - '4/A,665.975,545.0
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,907.925,Medium,RFWS Senn  36Mhz 662-698 - ',Lectro Standard Block 22 - '0/4,678.375,563.6
Zone 3,Zone 4,Cross-Zone,3f1-2f2,51.09,907.95,Medium,Generic - Mathew McNiven #4,"Lectro Standard Block 22 - Dylan NcNiven, 1",682.65,570.0
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f1-2f2,47.8,908.04,Medium,Shure UHF-R K4E - NAME GOES HERE,Senn EM3732 A - ACR4 RF 1,616.55,470.805
Parking Lot   East and West Stage,Zone 2,Cross-Zone,3f1-2f2,12.04,908.07,Medium,Generic - 662-698,Lectro Standard Block 23 - CP24 Mic 7,695.69,589.5
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,908.075,Medium,RFWS Senn  36Mhz 662-698 - ',Generic - 'Senn IEM,680.025,566.0
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,908.075,Medium,RFWS Senn  36Mhz 662-698 - ',Generic - 'Senn IEM,680.025,566.0
Zone 3,Zone 3,Intra-Zone,3f1-2f2,0.0,908.1,Medium,Generic - Brett Harman #6,Lectro Standard Block 22 - Mathew McNiven #2,680.5,566.7
Zone 3,Zone 3,Intra-Zone,3f2-2f1,0.0,908.1,Medium,Generic - Brett Harman #6,Lectro Standard Block 22 - Mathew McNiven #2,680.5,566.7
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f2-2f1,47.8,908.15,Medium,Shure UHF-R G1 - NAME GOES HERE,Generic - Spare Senn IEM 4,512.6,644.45
Parking Lot   East and West Stage,Zone 2,Cross-Zone,2f1-f2,12.04,908.15,High,Lectro Standard Block 27 - CP24 IFB 18  Patio,Generic Generic - CP24 Intercom Tx,692.1,476.05
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f2-f1,0.0,908.195,High,Generic - 662-698,Shure PSM-1000 G10 - NAME GOES HERE,695.085,481.975
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f1-f2,0.0,908.195,High,Generic - 662-698,Shure PSM-1000 G10 - NAME GOES HERE,695.085,481.975
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f2-f1,0.0,908.2,High,Shure PSM-1000 L8 - ',Shure PSM-1000 G10 - NAME GOES HERE,690.0,471.8
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f1-f2,0.0,908.2,High,Shure PSM-1000 L8 - ',Shure PSM-1000 G10 - NAME GOES HERE,690.0,471.8
Zone 1,Zone 1,Intra-Zone,3f2-2f1,0.0,908.34,Medium,Lectro Standard Block 25 - Master IFM 3,Senn EM3732 A - ACR4 RF 10,649.2,519.63
Zone 1,Zone 1,Intra-Zone,3f1-2f2,0.0,908.34,Medium,Lectro Standard Block 25 - Master IFM 3,Senn EM3732 A - ACR4 RF 10,649.2,519.63
Parking Lot   East and West Stage,Zone 3,Cross-Zone,3f1-2f2,86.31,908.4,Medium,RFWS Senn  36Mhz 662-698 - ',Lectro Standard Block 22 - Mathew McNiven #1,679.6,565.2
Parking Lot   East and West Stage,Zone 1,Cross-Zone,2f1-f2,47.8,908.43,High,Generic - 662-698,Senn EM3732 A - ACR2 RF 22,695.69,482.95
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,908.55,Medium,Shure PSM-1000 L8 - ',Shure ULXD4 J50 - ',690.0,580.725
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,908.55,Medium,Shure PSM-1000 L8 - ',Shure ULXD4 J50 - ',690.0,580.725
Parking Lot   East and West Stage,Zone 1,Cross-Zone,2f1-f2,47.8,908.615,High,Shure PSM-1000 L8 - ',Senn EM3732 A - ACR2 RF 19,690.0,471.385
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,908.7,Medium,Senn Evol G2 B - ',Sennheiser EM9046 A2 - NAME GOES HERE,647.15,516.375
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,908.7,Medium,Senn Evol G2 B - ',Shure UHF-R G1 - NAME GOES HERE,645.8,514.35
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,908.7,Medium,Senn Evol G2 B - ',Shure UHF-R G1 - NAME GOES HERE,645.8,514.35
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f2-2f1,47.8,908.7,Medium,Shure UHF-R G1 - NAME GOES HERE,Lectro Standard Block 25 - Master IFM 2,517.05,647.6
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,908.7,Medium,Senn Evol G2 B - ',Sennheiser EM9046 A2 - NAME GOES HERE,647.15,516.375
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,908.725,Medium,RFWS Senn  36Mhz 662-698 - ',Lectro Standard Block 22 - '0/0,678.375,563.2
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,908.725,Medium,RFWS Senn  36Mhz 662-698 - ',Lectro Standard Block 22 - '0/0,678.375,563.2
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,908.8,Medium,Shure PSM-1000 L8 - ',Lectrosonics 100 KHz Block 21 - '4/0,665.6,544.0
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,908.8,Medium,Shure UHF-R K4E - NAME GOES HERE,Shure PSM-1000 G10 - NAME GOES HERE,618.4,473.2
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,908.8,Medium,Shure UHF-R K4E - NAME GOES HERE,Shure PSM-1000 G10 - NAME GOES HERE,618.4,473.2
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,908.8,Medium,Shure PSM-1000 L8 - ',Lectrosonics 100 KHz Block 21 - '4/0,665.6,544.0
Parking Lot   East and West Stage,Zone 6,Cross-Zone,3f1-2f2,50.16,908.8,Medium,Shure PSM-1000 L8 - NAME GOES HERE,Lectro Standard Block 21 - Donovan McNiven #1,665.0,543.1
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f2-f1,0.0,908.825,High,Lectro Standard Block 27 - CP24 IFB 18  Patio,Shure PSM-1000 G10 - NAME GOES HERE,692.1,475.375
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f1-f2,0.0,908.825,High,Lectro Standard Block 27 - CP24 IFB 18  Patio,Shure PSM-1000 G10 - NAME GOES HERE,692.1,475.375
Zone 1,Zone 3,Cross-Zone,3f2-2f1,73.98,908.95,Medium,Lectro Standard Block 22 - Master IFM 5,Generic - Mathew McNiven #4,569.5,682.65
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,909.1,Medium,Shure ULXD4 J50 - ',Shure PSM-1000 G10 - NAME GOES HERE,619.95,475.375
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,909.1,Medium,Shure ULXD4 J50 - ',Shure PSM-1000 G10 - NAME GOES HERE,619.95,475.375
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f2-2f1,47.8,909.15,Medium,Sennheiser EM3732-II L - ',Generic - Spare Seen IEM 5,513.15,645.15
Parking Lot   East and West Stage,Zone 1,Cross-Zone,2f1-f2,47.8,909.195,High,Shure PSM-1000 L8 - ',Senn EM3732 A - ACR4 RF 1,690.0,470.805
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,909.225,Medium,RFWS Senn  36Mhz 662-698 - ',Lectro Standard Block 22 - '0/B,679.275,564.3
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,909.225,Medium,RFWS Senn  36Mhz 662-698 - ',Lectro Standard Block 22 - '0/B,679.275,564.3
Parking Lot   East and West Stage,Zone 5,Cross-Zone,3f1-2f2,65.76,909.25,Medium,Shure PSM-1000 L8 - NAME GOES HERE,Lectro Standard Block 21 - Brian Van Tx 1,667.35,546.4
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f2-2f1,47.8,909.3,Medium,Shure UHF-R H4 - NAME GOES HERE,Lectro Standard Block 25 - Master IFM 3,519.15,649.2
Parking Lot   East and West Stage,Zone 4,Cross-Zone,3f1-2f2,66.48,909.4,Medium,Lectrosonics 100 KHz Block 26 - 'B/2,"Lectro Standard Block 22 - Dylan Mcniven, 2",683.4,570.4
Parking Lot   East and West Stage,Zone 6,Cross-Zone,3f1-2f2,50.16,909.4,Medium,Shure PSM-1000 L8 - ',Lectro Standard Block 21 - Donovan McNiven #2,665.6,543.7
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f2-f1,0.0,909.405,High,Generic - 662-698,Shure PSM-1000 G10 - NAME GOES HERE,695.69,481.975
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f1-f2,0.0,909.405,High,Generic - 662-698,Shure PSM-1000 G10 - NAME GOES HERE,695.69,481.975
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,909.45,Medium,Lectro Standard Block 27 - CP24 IFB 18  Patio,Shure ULXD4 J50 - ',692.1,583.425
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,909.45,Medium,Lectro Standard Block 27 - CP24 IFB 18  Patio,Shure ULXD4 J50 - ',692.1,583.425
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,909.5,Medium,Lectrosonics 100 KHz Block 26 - 'D/D,Shure ULXD4 J50 - ',687.7,576.8
Parking Lot   East and West Stage,Zone 3,Cross-Zone,3f2-2f1,86.31,909.5,Medium,Generic - 'Senn IEM,Generic - Brett Harman #6,566.0,680.5
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,909.5,Medium,Lectrosonics 100 KHz Block 26 - 'D/D,Shure ULXD4 J50 - ',687.7,576.8
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,909.55,Medium,Shure UHF-R K4E - NAME GOES HERE,Shure PSM-1000 G10 - NAME GOES HERE,618.4,472.825
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,909.55,Medium,Shure UHF-R K4E - NAME GOES HERE,Shure PSM-1000 G10 - NAME GOES HERE,618.4,472.825
Parking Lot   East and West Stage,Zone 2,Cross-Zone,3f1-2f2,12.04,909.6,Medium,Shure PSM-1000 L8 - NAME GOES HERE,Lectro Standard Block 21 - CP24 Mic 2,665.0,542.7
Parking Lot   East and West Stage,Zone 3,Cross-Zone,3f1-2f2,86.31,909.675,Medium,RFWS Senn  36Mhz 662-698 - ',Lectro Standard Block 22 - Mathew McNiven #1,680.025,565.2
Parking Lot   East and West Stage,Zone 1,Cross-Zone,2f1-f2,47.8,909.7,High,Lectro Standard Block 27 - CP24 IFB 18  Patio,Senn EM3732 A - ACR2 RF 20,692.1,474.5
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,909.925,Medium,Shure PSM-1000 L8 - ',Lectrosonics 100 KHz Block 21 - '4/0,665.975,544.0
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,909.925,Medium,Shure PSM-1000 L8 - ',Lectrosonics 100 KHz Block 21 - '4/0,665.975,544.0
Parking Lot   East and West Stage,Zone 3,Cross-Zone,3f1-2f2,86.31,909.975,Medium,RFWS Senn  36Mhz 662-698 - NAME GOES HERE,Lectro Standard Block 22 - Mathew McNiven #2,681.125,566.7
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f2-2f1,47.8,910.05,Medium,Sennheiser EM9046 A2 - NAME GOES HERE,Lectro Standard Block 25 - Master IFM 2,516.375,647.6
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f1-f2,0.0,910.175,High,Lectro Standard Block 27 - CP24 IFB 18  Patio,Shure PSM-1000 G10 - NAME GOES HERE,692.1,474.025
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f2-f1,0.0,910.175,High,Lectro Standard Block 27 - CP24 IFB 18  Patio,Shure PSM-1000 G10 - NAME GOES HERE,692.1,474.025
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,910.2,Medium,RFWS Senn  36Mhz 662-698 - ',Lectro Standard Block 22 - '0/B,679.6,564.3
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f2-2f1,47.8,910.2,Medium,Sennheiser EM3732-II L - ',Generic - Spare Senn IEM 6,513.15,645.5
Parking Lot   East and West Stage,Zone 4,Cross-Zone,3f1-2f2,66.48,910.2,Medium,Lectrosonics 100 KHz Block 26 - 'B/2,"Lectro Standard Block 22 - Dylan NcNiven, 1",683.4,570.0
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,910.2,Medium,RFWS Senn  36Mhz 662-698 - ',Lectro Standard Block 22 - '0/B,679.6,564.3
Parking Lot   East and West Stage,Zone 1,Cross-Zone,2f1-f2,47.8,910.215,High,Generic - 662-698,Senn EM3732 A - ACR2 RF 21,694.715,479.215
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f2-2f1,47.8,910.25,Medium,Shure UHF-R G1 - NAME GOES HERE,Generic - Spare Seen IEM 5,512.6,645.15
Parking Lot   East and West Stage,Zone 4,Cross-Zone,3f1-2f2,66.48,910.3,Medium,RFWS Senn  36Mhz 662-698 - ',"Lectro Standard Block 22 - Dylan Mcniven, 2",683.7,570.4
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,910.4,Medium,Lectro Standard Block 27 - CP24 IFB 18  Patio,Shure ULXD4 J50 - ',692.1,582.95
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,910.4,Medium,Lectro Standard Block 27 - CP24 IFB 18  Patio,Shure ULXD4 J50 - ',692.1,582.95
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f1-2f2,47.8,910.47,Medium,Shure UHF-R K4E - NAME GOES HERE,Senn EM3732 A - ACR4 RF 2,618.4,472.365
