Zone_1,Zone_2,Type,Order,Distance,Frequency_MHz,Severity,Device_1,Device_2,Parent_Freq1,Parent_Freq2
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,242.45,Medium,Shure PSM-1000 G10 - ',Shure UHF-R K4E - NAME GOES HERE,490.9,615.125
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f2-2f1,47.8,242.475,Medium,Sennheiser EM3732-II L - ',Senn EM3732 A - ACR4 RF 7,621.825,495.375
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,242.57,Medium,Lectrosonics 100 KHz Block 21 - '4/0,Generic - 662-698,544.0,694.715
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,242.57,Medium,Lectrosonics 100 KHz Block 21 - '4/0,Generic - 662-698,544.0,694.715
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f1-2f2,47.8,242.6,Medium,Shure UHF-R G1 - NAME GOES HERE,Lectro Standard Block 25 - Master IFM 2,512.6,647.6
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f1-2f2,47.8,242.675,Medium,Shure UHF-R H4 - ',Lectro Standard Block 25 - Master IFM 1,523.425,663.8
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f2-2f1,47.8,242.79,Medium,Shure PSM-1000 L8 - ',Senn EM3732 A - ACR4 RF 10,658.05,519.63
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,242.85,Medium,Shure UHF-R H4 - ',Shure PSM-1000 L8 - NAME GOES HERE,525.85,667.35
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,242.85,Medium,Shure UHF-R H4 - ',Shure PSM-1000 L8 - NAME GOES HERE,525.85,667.35
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,242.9,Medium,Shure UHF-R G1 - NAME GOES HERE,Shure PSM-1000 L8 - ',524.7,665.6
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,242.9,Medium,Shure UHF-R G1 - NAME GOES HERE,Shure PSM-1000 L8 - ',524.7,665.6
Parking Lot   East and West Stage,Zone 2,Cross-Zone,3f1-2f2,12.04,243.075,Medium,Shure PSM-1000 G10 - NAME GOES HERE,Lectro Standard Block 23 - CP24 Mic 7,474.025,589.5
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f2-2f1,47.8,243.13,Medium,Shure UHF-R K4E - NAME GOES HERE,Senn EM3732 A - ACR2 RF 25,618.4,493.31
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,243.2,Medium,Shure UHF-R H4 - ',Shure PSM-1000 L8 - NAME GOES HERE,522.95,662.825
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,243.2,Medium,Shure UHF-R H4 - ',Shure PSM-1000 L8 - NAME GOES HERE,522.95,662.825
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f1-2f2,47.8,243.25,Medium,Shure UHF-R H4 - NAME GOES HERE,Lectro Standard Block 25 - Master IFM 4,519.15,657.1
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,243.345,Medium,Shure UHF-R H4 - ',Generic - 662-698,523.425,663.465
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,243.345,Medium,Shure UHF-R H4 - ',Generic - 662-698,523.425,663.465
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,243.47,Medium,Sennheiser EM3732-II L - ',Shure UHF-R K4E - NAME GOES HERE,496.89,623.6
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,243.47,Medium,Sennheiser EM3732-II L - ',Shure UHF-R K4E - NAME GOES HERE,496.89,623.6
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,243.5,Medium,Shure UHF-R G1 - NAME GOES HERE,Senn Evol G2 B - ',512.6,647.15
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,243.5,Medium,Shure UHF-R G1 - NAME GOES HERE,Senn Evol G2 B - ',512.6,647.15
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,243.62,Medium,Lectrosonics 100 KHz Block 21 - '4/A,Generic - 662-698,545.0,695.69
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,243.62,Medium,Lectrosonics 100 KHz Block 21 - '4/A,Generic - 662-698,545.0,695.69
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,243.75,Medium,Shure UHF-R H4 - ',Shure PSM-1000 L8 - ',519.95,658.05
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,243.75,Medium,Shure UHF-R H4 - ',Shure PSM-1000 L8 - ',519.95,658.05
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,243.775,Medium,Shure UHF-R H4 - NAME GOES HERE,Shure PSM-1000 L8 - NAME GOES HERE,522.375,661.675
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,243.775,Medium,Shure UHF-R H4 - NAME GOES HERE,Shure PSM-1000 L8 - NAME GOES HERE,522.375,661.675
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f2-2f1,47.8,243.79,Medium,Senn Evol G2 B - ',Senn EM3732 A - ACR4 RF 10,657.55,519.63
Parking Lot   East and West Stage,Zone 2,Cross-Zone,3f2-2f1,12.04,243.9,Medium,Lectro Standard Block 27 - CP24 IFB 18  Patio,Lectro Standard Block 21 - CP24 Mic 2,692.1,542.7
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,243.925,Medium,Shure PSM-1000 G10 - NAME GOES HERE,Lectro Standard Block 23 - IFB 17 CP24 Patio,481.975,601.0
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,243.925,Medium,Shure PSM-1000 G10 - NAME GOES HERE,Lectro Standard Block 23 - IFB 17 CP24 Patio,481.975,601.0
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,244.1,Medium,Shure UHF-R G1 - NAME GOES HERE,Shure PSM-1000 L8 - NAME GOES HERE,524.7,665.0
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,244.1,Medium,Shure UHF-R H4 - ',Shure PSM-1000 L8 - ',522.95,662.375
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,244.1,Medium,Shure UHF-R H4 - ',Shure PSM-1000 L8 - ',522.95,662.375
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,244.1,Medium,Shure UHF-R G1 - NAME GOES HERE,Shure PSM-1000 L8 - NAME GOES HERE,524.7,665.0
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,244.15,Medium,Shure UHF-R H4 - NAME GOES HERE,Senn Evol G2 B - ',519.15,656.65
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,244.15,Medium,Shure UHF-R H4 - NAME GOES HERE,Senn Evol G2 B - ',519.15,656.65
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,244.175,Medium,Shure UHF-R G1 - NAME GOES HERE,Shure PSM-1000 L8 - ',525.375,665.975
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,244.175,Medium,Shure UHF-R G1 - NAME GOES HERE,Shure PSM-1000 L8 - ',525.375,665.975
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f1-2f2,47.8,244.25,Medium,Sennheiser EM3732-II L - ',Lectro Standard Block 25 - Master IFM 2,513.15,647.6
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f2-2f1,47.8,244.395,Medium,Shure PSM-1000 J8 - ',Senn EM3732 A - ACR2 RF 21,596.625,479.215
Zone 1,Zone 2,Cross-Zone,3f1-2f2,37.34,244.5,Medium,Senn EM3732 A - ACR2 RF 20,Lectro Standard Block 23 - CP24 Mic 7,474.5,589.5
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,244.575,Medium,Sennheiser EM9046 A2 - NAME GOES HERE,Sennheiser EM3732-II L - ',496.075,621.825
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,244.575,Medium,Sennheiser EM9046 A2 - NAME GOES HERE,Sennheiser EM3732-II L - ',496.075,621.825
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,244.625,Medium,Shure UHF-R H4 - ',Shure PSM-1000 L8 - NAME GOES HERE,523.425,662.825
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,244.625,Medium,Shure UHF-R H4 - ',Shure PSM-1000 L8 - NAME GOES HERE,523.425,662.825
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f1-2f2,47.8,244.65,Medium,Shure UHF-R G1 - NAME GOES HERE,Lectro Standard Block 25 - Master IFM 3,514.35,649.2
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f2-2f1,47.8,244.65,Medium,Shure PSM-1000 L8 - ',Senn EM3732 A - ACR4 RF 11,658.05,520.25
Zone 1,Zone 1,Intra-Zone,3f1-2f2,0.0,244.69,Medium,Senn EM3732 A - ACR4 RF 10,Lectro Standard Block 25 - Master IFM 4,519.63,657.1
Zone 1,Zone 1,Intra-Zone,3f2-2f1,0.0,244.69,Medium,Senn EM3732 A - ACR4 RF 10,Lectro Standard Block 25 - Master IFM 4,519.63,657.1
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,244.75,Medium,Shure UHF-R H4 - ',Senn Evol G2 B - ',519.95,657.55
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,244.75,Medium,Shure UHF-R H4 - ',Senn Evol G2 B - ',519.95,657.55
Parking Lot   East and West Stage,Zone 2,Cross-Zone,3f2-2f1,12.04,244.82,Medium,Generic - 662-698,Lectro Standard Block 21 - CP24 Mic 3,695.69,545.4
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,244.83,Medium,Lectrosonics 100 KHz Block 21 - '4/A,Generic - 662-698,545.0,695.085
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,244.83,Medium,Lectrosonics 100 KHz Block 21 - '4/A,Generic - 662-698,545.0,695.085
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,244.925,Medium,Shure UHF-R G1 - NAME GOES HERE,Shure PSM-1000 L8 - ',525.375,665.6
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,244.925,Medium,Shure UHF-R G1 - NAME GOES HERE,Shure PSM-1000 L8 - ',525.375,665.6
Parking Lot   East and West Stage,Zone 6,Cross-Zone,3f2-2f1,50.16,245.1,Medium,Lectro Standard Block 27 - CP24 IFB 18  Patio,Lectro Standard Block 21 - Donovan McNiven #1,692.1,543.1
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,245.1,Medium,Shure UHF-R H4 - NAME GOES HERE,Senn Evol G2 B - ',519.15,656.175
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,245.1,Medium,Shure UHF-R H4 - NAME GOES HERE,Senn Evol G2 B - ',519.15,656.175
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,245.15,Medium,Sennheiser EM3732-II L - ',Senn Evol G2 B - ',513.15,647.15
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,245.15,Medium,Sennheiser EM3732-II L - ',Senn Evol G2 B - ',513.15,647.15
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,245.175,Medium,Shure UHF-R G1 - NAME GOES HERE,Shure PSM-1000 L8 - NAME GOES HERE,526.625,667.35
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,245.175,Medium,Shure UHF-R G1 - NAME GOES HERE,Shure PSM-1000 L8 - NAME GOES HERE,526.625,667.35
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,245.225,Medium,Shure UHF-R G1 - NAME GOES HERE,Shure UHF-R K4E - NAME GOES HERE,492.775,616.55
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,245.225,Medium,Shure UHF-R G1 - NAME GOES HERE,Shure UHF-R K4E - NAME GOES HERE,492.775,616.55
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,245.5,Medium,Shure UHF-R H4 - ',Shure PSM-1000 L8 - NAME GOES HERE,522.95,661.675
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,245.5,Medium,Shure UHF-R H4 - ',Shure PSM-1000 L8 - NAME GOES HERE,522.95,661.675
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,245.525,Medium,Shure UHF-R H4 - ',Shure PSM-1000 L8 - ',523.425,662.375
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,245.525,Medium,Shure UHF-R H4 - ',Shure PSM-1000 L8 - ',523.425,662.375
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f2-2f1,47.8,245.565,Medium,Shure ULXD4 J50 - ',Senn EM3732 A - ACR4 RF 1,583.425,470.805
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,245.57,Medium,Lectrosonics 100 KHz Block 21 - '4/A,Generic - 662-698,545.0,694.715
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,245.57,Medium,Lectrosonics 100 KHz Block 21 - '4/A,Generic - 662-698,545.0,694.715
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f2-2f1,47.8,245.59,Medium,Senn Evol G2 B - ',Senn EM3732 A - ACR4 RF 10,656.65,519.63
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,245.6,Medium,Shure UHF-R H4 - ',Shure PSM-1000 L8 - ',525.85,665.975
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,245.6,Medium,Shure UHF-R H4 - ',Shure PSM-1000 L8 - ',525.85,665.975
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f2-2f1,47.8,245.64,Medium,Shure PSM-1000 L8 - ',Senn EM3732 A - ACR4 RF 12,658.05,520.58
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f1-2f2,47.8,245.65,Medium,Shure UHF-R H4 - ',Lectro Standard Block 25 - Master IFM 4,519.95,657.1
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f2-2f1,47.8,245.65,Medium,Senn Evol G2 B - ',Senn EM3732 A - ACR4 RF 11,657.55,520.25
Parking Lot   East and West Stage,Zone 1,Cross-Zone,2f2-f1,47.8,245.92,High,Generic - 662-698,Senn EM3732 A - ACR4 RF 1,695.69,470.805
Parking Lot   East and West Stage,Zone 2,Cross-Zone,3f2-2f1,12.04,246.03,Medium,Generic - 662-698,Lectro Standard Block 21 - CP24 Mic 3,695.085,545.4
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,246.125,Medium,Shure UHF-R G1 - NAME GOES HERE,Shure PSM-1000 L8 - NAME GOES HERE,525.375,665.0
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,246.125,Medium,Shure UHF-R G1 - NAME GOES HERE,Shure PSM-1000 L8 - NAME GOES HERE,525.375,665.0
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,246.2,Medium,Shure UHF-R G1 - NAME GOES HERE,Senn Evol G2 B - ',512.6,645.8
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,246.2,Medium,Shure UHF-R G1 - NAME GOES HERE,Senn Evol G2 B - ',512.6,645.8
Parking Lot   East and West Stage,Zone 2,Cross-Zone,3f2-2f1,12.04,246.2,Medium,Shure UHF-R K4E - NAME GOES HERE,Generic Generic - CP24 Beltpack 1,623.6,497.8
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,246.225,Medium,Shure UHF-R G1 - NAME GOES HERE,Shure ULXD4 J50 - ',492.775,616.05
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f2-2f1,47.8,246.225,Medium,Shure ULXD4 J50 - ',Senn EM3732 A - ACR4 RF 7,619.95,495.375
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,246.225,Medium,Shure UHF-R G1 - NAME GOES HERE,Shure ULXD4 J50 - ',492.775,616.05
Parking Lot   East and West Stage,Zone 2,Cross-Zone,3f2-2f1,12.04,246.3,Medium,Shure PSM-1000 L8 - ',Lectro Standard Block 21 - CP24 Mic 1,690.0,542.1
Zone 1,Zone 1,Intra-Zone,3f2-2f1,0.0,246.315,Medium,Senn EM3732 A - ACR4 RF 8,Lectro Standard Block 25 - Master IFM 3,514.905,649.2
Zone 1,Zone 1,Intra-Zone,3f1-2f2,0.0,246.315,Medium,Senn EM3732 A - ACR4 RF 8,Lectro Standard Block 25 - Master IFM 3,514.905,649.2
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,246.35,Medium,Shure UHF-R H4 - ',Shure PSM-1000 L8 - ',525.85,665.6
Parking Lot   East and West Stage,Zone 2,Cross-Zone,3f2-2f1,12.04,246.35,Medium,Shure UHF-R K4E - NAME GOES HERE,Generic Generic - CP24 Beltpack 2,623.6,497.85
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,246.35,Medium,Shure UHF-R H4 - ',Shure PSM-1000 L8 - ',525.85,665.6
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f1-2f2,47.8,246.5,Medium,Shure UHF-R G1 - NAME GOES HERE,Lectro Standard Block 25 - Master IFM 1,524.7,663.8
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f2-2f1,47.8,246.515,Medium,Shure ULXD4 J50 - ',Senn EM3732 A - ACR4 RF 1,582.95,470.805
Parking Lot   East and West Stage,Zone 1,Cross-Zone,2f2-f1,47.8,246.525,High,Generic - 662-698,Senn EM3732 A - ACR4 RF 1,695.085,470.805
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f2-2f1,47.8,246.54,Medium,Senn Evol G2 B - ',Senn EM3732 A - ACR4 RF 10,656.175,519.63
Zone 1,Zone 1,Intra-Zone,3f2-2f1,0.0,246.55,Medium,Senn EM3732 A - ACR4 RF 11,Lectro Standard Block 25 - Master IFM 4,520.25,657.1
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,246.55,Medium,Shure UHF-R H4 - ',Senn Evol G2 B - ',519.95,656.65
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,246.55,Medium,Shure UHF-R H4 - ',Senn Evol G2 B - ',519.95,656.65
Zone 1,Zone 1,Intra-Zone,3f1-2f2,0.0,246.55,Medium,Senn EM3732 A - ACR4 RF 11,Lectro Standard Block 25 - Master IFM 4,520.25,657.1
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,246.575,Medium,Shure PSM-1000 G10 - NAME GOES HERE,Shure PSM-1000 J8 - ',481.975,599.675
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,246.575,Medium,Shure PSM-1000 G10 - NAME GOES HERE,Shure PSM-1000 J8 - ',481.975,599.675
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f2-2f1,47.8,246.64,Medium,Senn Evol G2 B - ',Senn EM3732 A - ACR4 RF 12,657.55,520.58
Parking Lot   East and West Stage,Zone 2,Cross-Zone,3f2-2f1,12.04,246.65,Medium,Shure UHF-R K4E - NAME GOES HERE,Generic Generic - CP24 Beltpack 3,623.6,497.95
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,246.675,Medium,Shure UHF-R H4 - ',Shure PSM-1000 L8 - NAME GOES HERE,527.125,667.35
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,246.675,Medium,Shure UHF-R H4 - ',Shure PSM-1000 L8 - NAME GOES HERE,527.125,667.35
Parking Lot   East and West Stage,Zone 2,Cross-Zone,3f2-2f1,12.04,246.77,Medium,Generic - 662-698,Lectro Standard Block 21 - CP24 Mic 3,694.715,545.4
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f1-2f2,47.8,246.8,Medium,Shure UHF-R G1 - NAME GOES HERE,Generic - Spare Senn IEM 6,512.6,645.5
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f2-2f1,47.8,246.83,Medium,Shure UHF-R K4E - NAME GOES HERE,Senn EM3732 A - ACR2 RF 25,616.55,493.31
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f2-2f1,47.8,246.85,Medium,Lectro Standard Block 23 - IFB 17 CP24 Patio,Senn EM3732 A - ACR2 RF 22,601.0,482.95
Parking Lot   East and West Stage,Zone 1,Cross-Zone,2f2-f1,47.8,246.895,High,Generic - 662-698,Senn EM3732 A - ACR4 RF 1,694.715,470.805
Parking Lot   East and West Stage,Zone 6,Cross-Zone,3f2-2f1,50.16,246.9,Medium,Lectro Standard Block 27 - CP24 IFB 18  Patio,Lectro Standard Block 21 - Donovan McNiven #2,692.1,543.7
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,246.925,Medium,Shure UHF-R H4 - ',Shure PSM-1000 L8 - NAME GOES HERE,523.425,661.675
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,246.925,Medium,Shure UHF-R H4 - ',Shure PSM-1000 L8 - NAME GOES HERE,523.425,661.675
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,246.975,Medium,Shure UHF-R G1 - NAME GOES HERE,Sennheiser EM3732-II L - NAME GOES HERE,492.775,615.675
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,246.975,Medium,Shure UHF-R G1 - NAME GOES HERE,Sennheiser EM3732-II L - NAME GOES HERE,492.775,615.675
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,247.02,Medium,Sennheiser EM3732-II L - ',Sennheiser EM3732-II L - ',496.89,621.825
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,247.02,Medium,Sennheiser EM3732-II L - ',Sennheiser EM3732-II L - ',496.89,621.825
Parking Lot   East and West Stage,Zone 1,Cross-Zone,2f2-f1,47.8,247.08,High,Generic - 662-698,Senn EM3732 A - ACR2 RF 19,695.69,471.385
Parking Lot   East and West Stage,Zone 2,Cross-Zone,3f1-2f2,12.04,247.125,Medium,Shure PSM-1000 G10 - NAME GOES HERE,Lectro Standard Block 23 - CP24 Mic 7,475.375,589.5
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,247.17,Medium,Shure UHF-R G1 - NAME GOES HERE,Generic - 662-698,524.7,663.465
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,247.17,Medium,Shure UHF-R G1 - NAME GOES HERE,Generic - 662-698,524.7,663.465
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f2-2f1,47.8,247.305,Medium,Shure ULXD4 J50 - ',Senn EM3732 A - ACR2 RF 19,583.425,471.385
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f2-2f1,47.8,247.45,Medium,Senn Evol G2 B - ',Senn EM3732 A - ACR4 RF 11,656.65,520.25
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,247.5,Medium,Shure UHF-R H4 - ',Senn Evol G2 B - ',519.95,656.175
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f1-2f2,47.8,247.5,Medium,Shure UHF-R G1 - NAME GOES HERE,Generic - Spare Seen IEM 5,512.6,645.15
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,247.5,Medium,Shure UHF-R H4 - ',Senn Evol G2 B - ',519.95,656.175
Zone 1,Zone 1,Intra-Zone,3f2-2f1,0.0,247.54,Medium,Senn EM3732 A - ACR4 RF 12,Lectro Standard Block 25 - Master IFM 4,520.58,657.1
